id;name;region;group_key;category;tags;hidden;is_local;rating;description;access;coord_x;coord_y;created_at;lat;lng
osm-9973442317;მარგიანების მუზეუმი;სვანეთი;culture;მუზეუმი;"[""მუზეუმი"",""სვანეთი""]";true;true;4.4;მუზეუმი — სვანეთი.;{};41.05;22.67;2026-08-03 10:38:42.238563+00;43.04924;42.73228
osm-10081554153;სასაზღვრო მდინარე ალაზანი;კახეთი;nature;ხედი;"[""ხედი"",""კახეთი""]";true;true;4.4;ხედი — კახეთი.;{};97.68;95.93;2026-08-03 10:38:42.238563+00;41.10778;46.63978
osm-10159462644;ილია ჩავჩავაძის სახელობის მუზეუმი;აჭარა;culture;მუზეუმი;"[""მუზეუმი"",""აჭარა""]";true;true;4.4;მუზეუმი — აჭარა.;{};24.96;75.64;2026-08-03 10:38:42.238563+00;41.64555;41.62196
osm-10207543017;iArt გალერეა;თბილისი;culture;გალერეა;"[""გალერეა"",""თბილისი""]";true;true;4.4;გალერეა — თბილისი.;{};71.06;73.46;2026-08-03 10:38:42.238563+00;41.70319;44.80292
osm-10291487511;თანამედროვე ხელოვნების გალერეა;თბილისი;culture;გალერეა;"[""გალერეა"",""თბილისი""]";true;true;4.4;გალერეა — თბილისი.;{};70.76;73.39;2026-08-03 10:38:42.238563+00;41.70517;44.78247
osm-10291487527;ქროსთი;თბილისი;culture;გალერეა;"[""გალერეა"",""თბილისი""]";true;true;4.4;გალერეა — თბილისი.;{};70.73;73.26;2026-08-03 10:38:42.238563+00;41.70866;44.78067
osm-10593499163;ქვის ხიდი;იმერეთი;culture;ღირსშესანიშნაობა;"[""ღირსშესანიშნაობა"",""იმერეთი""]";true;true;4.4;ღირსშესანიშნაობა — იმერეთი.;{};41.62;51.87;2026-08-03 10:38:42.238563+00;42.2754;42.77171
osm-10596290259;ბაია გალერეა;თბილისი;culture;გალერეა;"[""გალერეა"",""თბილისი""]";true;true;4.4;გალერეა — თბილისი.;{};70.40;73.30;2026-08-03 10:38:42.238563+00;41.70755;44.75781
osm-10678600085;მიტოვებული საბჭოთა საარტილერიო ბატარეა #431;აჭარა;culture;ღირსშესანიშნაობა;"[""ღირსშესანიშნაობა"",""აჭარა""]";true;true;4.4;ღირსშესანიშნაობა — აჭარა.;{};25.25;76.54;2026-08-03 10:38:42.238563+00;41.62177;41.64243
osm-10702213942;ხის ქსილოფონი;თბილისი;culture;ღირსშესანიშნაობა;"[""ღირსშესანიშნაობა"",""თბილისი""]";true;true;4.4;ღირსშესანიშნაობა — თბილისი.;{};70.30;73.73;2026-08-03 10:38:42.238563+00;41.69616;44.75038
osm-10706405584;ჰოლოზეუმი;თბილისი;culture;მუზეუმი;"[""მუზეუმი"",""თბილისი""]";true;true;4.4;მუზეუმი — თბილისი.;{};71.10;73.97;2026-08-03 10:38:42.238563+00;41.68984;44.80621
osm-10725753173;ლაზური ეთნოგრაფიული მუზეუმი;აჭარა;culture;მუზეუმი;"[""მუზეუმი"",""აჭარა""]";true;true;4.4;მუზეუმი — აჭარა.;{};23.90;80.30;2026-08-03 10:38:42.238563+00;41.52198;41.54932
osm-10744849090;ბაკურაძეების ჯვარი;იმერეთი;culture;ღირსშესანიშნაობა;"[""ღირსშესანიშნაობა"",""იმერეთი""]";true;true;4.4;ღირსშესანიშნაობა — იმერეთი.;{};41.78;51.09;2026-08-03 10:38:42.238563+00;42.29611;42.78293
osm-10744979377;ბერის ციხე;იმერეთი;culture;ღირსშესანიშნაობა;"[""ღირსშესანიშნაობა"",""იმერეთი""]";true;true;4.4;ღირსშესანიშნაობა — იმერეთი.;{};41.70;51.11;2026-08-03 10:38:42.238563+00;42.2955;42.77705
osm-10757328829;800 წლოვანი ჭადარი;სამეგრელო;culture;ღირსშესანიშნაობა;"[""ღირსშესანიშნაობა"",""სამეგრელო""]";true;true;4.4;ღირსშესანიშნაობა — სამეგრელო.;{};32.49;51.13;2026-08-03 10:38:42.238563+00;42.29506;42.14183
osm-10822067612;მერაბ ბერძენიშვილის სახელობის თანამედროვე სახვეთი ხელოვნების ცენტრი;გურია;culture;გალერეა;"[""გალერეა"",""გურია""]";true;true;4.4;გალერეა — გურია.;{};30.51;65.14;2026-08-03 10:38:42.238563+00;41.92377;42.00523
osm-10843264190;მოლოდინის კომისია;სამცხე-ჯავახეთი;nature;ხედი;"[""ხედი"",""სამცხე-ჯავახეთი""]";true;true;4.4;ხედი — სამცხე-ჯავახეთი.;{};50.75;63.21;2026-08-03 10:38:42.238563+00;41.97488;43.40208
osm-10904874479;მახოს ისტორიული ხიდი XII საუკუნის;აჭარა;culture;ღირსშესანიშნაობა;"[""ღირსშესანიშნაობა"",""აჭარა""]";true;true;4.4;ღირსშესანიშნაობა — აჭარა.;{};25.67;78.72;2026-08-03 10:38:42.238563+00;41.5638;41.67139
osm-10929827617;ნიკო ლომოურის სახლ-მუზეუმი;შიდა ქართლი;culture;მუზეუმი;"[""მუზეუმი"",""შიდა ქართლი""]";true;true;4.4;მუზეუმი — შიდა ქართლი.;{};60.32;53.73;2026-08-03 10:38:42.238563+00;42.22615;44.06239
osm-11003445556;იაზონის მღვიმე;იმერეთი;culture;ღირსშესანიშნაობა;"[""ღირსშესანიშნაობა"",""იმერეთი""]";false;false;4.9;ღირსშესანიშნაობა — იმერეთი.;{};41.01;52.17;2026-08-03 10:38:42.238563+00;42.26737;42.72994
osm-11008994146;ზაქარია ფალიაშვილის მემორიალური სახლ-მუზეუმი;თბილისი;culture;მუზეუმი;"[""მუზეუმი"",""თბილისი""]";false;false;4.9;მუზეუმი — თბილისი.;{};70.81;73.38;2026-08-03 10:38:42.238563+00;41.70553;44.78579
osm-11036101748;ხაჩკოის სტელები;შიდა ქართლი;culture;ღირსშესანიშნაობა;"[""ღირსშესანიშნაობა"",""შიდა ქართლი""]";true;true;4.4;ღირსშესანიშნაობა — შიდა ქართლი.;{};58.93;73.49;2026-08-03 10:38:42.238563+00;41.70244;43.9659
osm-11036113887;სტელა ხაჩკოიში;შიდა ქართლი;culture;ღირსშესანიშნაობა;"[""ღირსშესანიშნაობა"",""შიდა ქართლი""]";true;true;4.4;ღირსშესანიშნაობა — შიდა ქართლი.;{};58.92;73.47;2026-08-03 10:38:42.238563+00;41.7031;43.96567
osm-11051825158;ჯალილ მამედყულიზადეს სახლ-მუზეუმი;თბილისი;culture;მუზეუმი;"[""მუზეუმი"",""თბილისი""]";false;false;4.9;მუზეუმი — თბილისი.;{};70.93;73.71;2026-08-03 10:38:42.238563+00;41.6968;44.79438
osm-11065791482;ნასოფლარ ვარდისციხის დარანი;სამცხე-ჯავახეთი;culture;ღირსშესანიშნაობა;"[""ღირსშესანიშნაობა"",""სამცხე-ჯავახეთი""]";true;true;4.4;ღირსშესანიშნაობა — სამცხე-ჯავახეთი.;{};50.85;80.47;2026-08-03 10:38:42.238563+00;41.51755;43.40865
